project_code,instrument_code,version_code,group_code,source_screen,field_code,source_survey_row,display_order,label_en,label_sw,hint_en,data_type,xlsform_type,base_type,required_mode,required_in_app,required_in_dataverse,choice_scheme_code,selection_mode,relevance_expression,constraint_expression,constraint_message,choice_filter,default_value,appearance,answer_storage_table,answer_storage_strategy,source_target_list,source_target_columns,source_file
tacatdp,impact_evaluation,phase3_source_v1,screen_08_farm_preparation,Screen_08_farm_preparation,farm_preparation_df,93,54,Direct Female Beneficiaries,Wanufaika wa Kike wa Moja kwa Moja,,WholeNumber,integer,integer,RequiredIfVisible,yes,no,,,,,,,0,,mp_AnswerValue,scalar input field,TACATDP_Beneficiaries,farm_preparation_df,docs/xlsform-field-inventory.csv;schemas/xlsform-to-list-mapping.csv
tacatdp,impact_evaluation,phase3_source_v1,screen_08_farm_preparation,Screen_08_farm_preparation,farm_preparation_dy,96,55,Direct Youth (18-35),Vijana wa Moja kwa Moja (18-35),,WholeNumber,integer,integer,RequiredIfVisible,yes,no,,,,,,,0,,mp_AnswerValue,scalar input field,TACATDP_Beneficiaries,farm_preparation_dy,docs/xlsform-field-inventory.csv;schemas/xlsform-to-list-mapping.csv
tacatdp,impact_evaluation,phase3_source_v1,screen_08_farm_preparation,Screen_08_farm_preparation,farm_preparation_im,97,56,Indirect Male Beneficiaries,Wanufaika wa Kiume Wasio wa Moja kwa Moja,,WholeNumber,integer,integer,RequiredIfVisible,yes,no,,,,,,,0,,mp_AnswerValue,scalar input field,TACATDP_Beneficiaries,farm_preparation_im,docs/xlsform-field-inventory.csv;schemas/xlsform-to-list-mapping.csv
tacatdp,impact_evaluation,phase3_source_v1,screen_08_farm_preparation,Screen_08_farm_preparation,farm_preparation_if,98,57,Indirect Female Beneficiaries,Wanufaika wa Kike Wasio wa Moja kwa Moja,,WholeNumber,integer,integer,RequiredIfVisible,yes,no,,,,,,,0,,mp_AnswerValue,scalar input field,TACATDP_Beneficiaries,farm_preparation_if,docs/xlsform-field-inventory.csv;schemas/xlsform-to-list-mapping.csv
tacatdp,impact_evaluation,phase3_source_v1,screen_08_farm_preparation,Screen_08_farm_preparation,farm_preparation_iy,101,58,Indirect Youth (18-35),Vijana Wasio wa Moja kwa Moja (18-35),,WholeNumber,integer,integer,RequiredIfVisible,yes,no,,,,,,,0,,mp_AnswerValue,scalar input field,TACATDP_Beneficiaries,farm_preparation_iy,docs/xlsform-field-inventory.csv;schemas/xlsform-to-list-mapping.csv
tacatdp,impact_evaluation,phase3_source_v1,screen_09_farm_operations,Screen_09_farm_operations,farm_operations_dm,104,59,Direct Male Beneficiaries,Wanufaika wa Kiume wa Moja kwa Moja,,WholeNumber,integer,integer,RequiredIfVisible,yes,no,,,,,,,0,,mp_AnswerValue,scalar input field,TACATDP_Beneficiaries,farm_operations_dm,docs/xlsform-field-inventory.csv;schemas/xlsform-to-list-mapping.csv
tacatdp,impact_evaluation,phase3_source_v1,screen_09_farm_operations,Screen_09_farm_operations,farm_operations_df,105,60,Direct Female Beneficiaries,Wanufaika wa Kike wa Moja kwa Moja,,WholeNumber,integer,integer,RequiredIfVisible,yes,no,,,,,,,0,,mp_AnswerValue,scalar input field,TACATDP_Beneficiaries,farm_operations_df,docs/xlsform-field-inventory.csv;schemas/xlsform-to-list-mapping.csv
tacatdp,impact_evaluation,phase3_source_v1,screen_09_farm_operations,Screen_09_farm_operations,farm_operations_dy,108,61,Direct Youth (18-35),Vijana wa Moja kwa Moja (18-35),,WholeNumber,integer,integer,RequiredIfVisible,yes,no,,,,,,,0,,mp_AnswerValue,scalar input field,TACATDP_Beneficiaries,farm_operations_dy,docs/xlsform-field-inventory.csv;schemas/xlsform-to-list-mapping.csv
tacatdp,impact_evaluation,phase3_source_v1,screen_09_farm_operations,Screen_09_farm_operations,farm_operations_im,109,62,Indirect Male Beneficiaries,Wanufaika wa Kiume Wasio wa Moja kwa Moja,,WholeNumber,integer,integer,RequiredIfVisible,yes,no,,,,,,,0,,mp_AnswerValue,scalar input field,TACATDP_Beneficiaries,farm_operations_im,docs/xlsform-field-inventory.csv;schemas/xlsform-to-list-mapping.csv
tacatdp,impact_evaluation,phase3_source_v1,screen_09_farm_operations,Screen_09_farm_operations,farm_operations_if,110,63,Indirect Female Beneficiaries,Wanufaika wa Kike Wasio wa Moja kwa Moja,,WholeNumber,integer,integer,RequiredIfVisible,yes,no,,,,,,,0,,mp_AnswerValue,scalar input field,TACATDP_Beneficiaries,farm_operations_if,docs/xlsform-field-inventory.csv;schemas/xlsform-to-list-mapping.csv
tacatdp,impact_evaluation,phase3_source_v1,screen_09_farm_operations,Screen_09_farm_operations,farm_operations_iy,113,64,Indirect Youth (18-35),Vijana Wasio wa Moja kwa Moja (18-35),,WholeNumber,integer,integer,RequiredIfVisible,yes,no,,,,,,,0,,mp_AnswerValue,scalar input field,TACATDP_Beneficiaries,farm_operations_iy,docs/xlsform-field-inventory.csv;schemas/xlsform-to-list-mapping.csv
tacatdp,impact_evaluation,phase3_source_v1,screen_10_input_supply,Screen_10_input_supply,input_supply_dm,116,65,Direct Male Beneficiaries,Wanufaika wa Kiume wa Moja kwa Moja,,WholeNumber,integer,integer,RequiredIfVisible,yes,no,,,,,,,0,,mp_AnswerValue,scalar input field,TACATDP_Beneficiaries,input_supply_dm,docs/xlsform-field-inventory.csv;schemas/xlsform-to-list-mapping.csv
tacatdp,impact_evaluation,phase3_source_v1,screen_10_input_supply,Screen_10_input_supply,input_supply_df,117,66,Direct Female Beneficiaries,Wanufaika wa Kike wa Moja kwa Moja,,WholeNumber,integer,integer,RequiredIfVisible,yes,no,,,,,,,0,,mp_AnswerValue,scalar input field,TACATDP_Beneficiaries,input_supply_df,docs/xlsform-field-inventory.csv;schemas/xlsform-to-list-mapping.csv
tacatdp,impact_evaluation,phase3_source_v1,screen_10_input_supply,Screen_10_input_supply,input_supply_dy,120,67,Direct Youth (18-35),Vijana wa Moja kwa Moja (18-35),,WholeNumber,integer,integer,RequiredIfVisible,yes,no,,,,,,,0,,mp_AnswerValue,scalar input field,TACATDP_Beneficiaries,input_supply_dy,docs/xlsform-field-inventory.csv;schemas/xlsform-to-list-mapping.csv
tacatdp,impact_evaluation,phase3_source_v1,screen_10_input_supply,Screen_10_input_supply,input_supply_im,121,68,Indirect Male Beneficiaries,Wanufaika wa Kiume Wasio wa Moja kwa Moja,,WholeNumber,integer,integer,RequiredIfVisible,yes,no,,,,,,,0,,mp_AnswerValue,scalar input field,TACATDP_Beneficiaries,input_supply_im,docs/xlsform-field-inventory.csv;schemas/xlsform-to-list-mapping.csv
tacatdp,impact_evaluation,phase3_source_v1,screen_10_input_supply,Screen_10_input_supply,input_supply_if,122,69,Indirect Female Beneficiaries,Wanufaika wa Kike Wasio wa Moja kwa Moja,,WholeNumber,integer,integer,RequiredIfVisible,yes,no,,,,,,,0,,mp_AnswerValue,scalar input field,TACATDP_Beneficiaries,input_supply_if,docs/xlsform-field-inventory.csv;schemas/xlsform-to-list-mapping.csv
tacatdp,impact_evaluation,phase3_source_v1,screen_10_input_supply,Screen_10_input_supply,input_supply_iy,125,70,Indirect Youth (18-35),Vijana Wasio wa Moja kwa Moja (18-35),,WholeNumber,integer,integer,RequiredIfVisible,yes,no,,,,,,,0,,mp_AnswerValue,scalar input field,TACATDP_Beneficiaries,input_supply_iy,docs/xlsform-field-inventory.csv;schemas/xlsform-to-list-mapping.csv
tacatdp,impact_evaluation,phase3_source_v1,screen_11_weeding,Screen_11_weeding,weeding_dm,128,71,Direct Male Beneficiaries,Wanufaika wa Kiume wa Moja kwa Moja,,WholeNumber,integer,integer,RequiredIfVisible,yes,no,,,,,,,0,,mp_AnswerValue,scalar input field,TACATDP_Beneficiaries,weeding_dm,docs/xlsform-field-inventory.csv;schemas/xlsform-to-list-mapping.csv
tacatdp,impact_evaluation,phase3_source_v1,screen_11_weeding,Screen_11_weeding,weeding_df,129,72,Direct Female Beneficiaries,Wanufaika wa Kike wa Moja kwa Moja,,WholeNumber,integer,integer,RequiredIfVisible,yes,no,,,,,,,0,,mp_AnswerValue,scalar input field,TACATDP_Beneficiaries,weeding_df,docs/xlsform-field-inventory.csv;schemas/xlsform-to-list-mapping.csv
tacatdp,impact_evaluation,phase3_source_v1,screen_11_weeding,Screen_11_weeding,weeding_dy,132,73,Direct Youth (18-35),Vijana wa Moja kwa Moja (18-35),,WholeNumber,integer,integer,RequiredIfVisible,yes,no,,,,,,,0,,mp_AnswerValue,scalar input field,TACATDP_Beneficiaries,weeding_dy,docs/xlsform-field-inventory.csv;schemas/xlsform-to-list-mapping.csv
tacatdp,impact_evaluation,phase3_source_v1,screen_11_weeding,Screen_11_weeding,weeding_im,133,74,Indirect Male Beneficiaries,Wanufaika wa Kiume Wasio wa Moja kwa Moja,,WholeNumber,integer,integer,RequiredIfVisible,yes,no,,,,,,,0,,mp_AnswerValue,scalar input field,TACATDP_Beneficiaries,weeding_im,docs/xlsform-field-inventory.csv;schemas/xlsform-to-list-mapping.csv
tacatdp,impact_evaluation,phase3_source_v1,screen_11_weeding,Screen_11_weeding,weeding_if,134,75,Indirect Female Beneficiaries,Wanufaika wa Kike Wasio wa Moja kwa Moja,,WholeNumber,integer,integer,RequiredIfVisible,yes,no,,,,,,,0,,mp_AnswerValue,scalar input field,TACATDP_Beneficiaries,weeding_if,docs/xlsform-field-inventory.csv;schemas/xlsform-to-list-mapping.csv
tacatdp,impact_evaluation,phase3_source_v1,screen_11_weeding,Screen_11_weeding,weeding_iy,137,76,Indirect Youth (18-35),Vijana Wasio wa Moja kwa Moja (18-35),,WholeNumber,integer,integer,RequiredIfVisible,yes,no,,,,,,,0,,mp_AnswerValue,scalar input field,TACATDP_Beneficiaries,weeding_iy,docs/xlsform-field-inventory.csv;schemas/xlsform-to-list-mapping.csv
tacatdp,impact_evaluation,phase3_source_v1,screen_12_pest_control,Screen_12_pest_control,pest_dm,140,77,Direct Male Beneficiaries,Wanufaika wa Kiume wa Moja kwa Moja,,WholeNumber,integer,integer,RequiredIfVisible,yes,no,,,,,,,0,,mp_AnswerValue,scalar input field,TACATDP_Beneficiaries,pest_dm,docs/xlsform-field-inventory.csv;schemas/xlsform-to-list-mapping.csv
tacatdp,impact_evaluation,phase3_source_v1,screen_12_pest_control,Screen_12_pest_control,pest_df,141,78,Direct Female Beneficiaries,Wanufaika wa Kike wa Moja kwa Moja,,WholeNumber,integer,integer,RequiredIfVisible,yes,no,,,,,,,0,,mp_AnswerValue,scalar input field,TACATDP_Beneficiaries,pest_df,docs/xlsform-field-inventory.csv;schemas/xlsform-to-list-mapping.csv
tacatdp,impact_evaluation,phase3_source_v1,screen_12_pest_control,Screen_12_pest_control,pest_dy,144,79,Direct Youth (18-35),Vijana wa Moja kwa Moja (18-35),,WholeNumber,integer,integer,RequiredIfVisible,yes,no,,,,,,,0,,mp_AnswerValue,scalar input field,TACATDP_Beneficiaries,pest_dy,docs/xlsform-field-inventory.csv;schemas/xlsform-to-list-mapping.csv
tacatdp,impact_evaluation,phase3_source_v1,screen_12_pest_control,Screen_12_pest_control,pest_im,145,80,Indirect Male Beneficiaries,Wanufaika wa Kiume Wasio wa Moja kwa Moja,,WholeNumber,integer,integer,RequiredIfVisible,yes,no,,,,,,,0,,mp_AnswerValue,scalar input field,TACATDP_Beneficiaries,pest_im,docs/xlsform-field-inventory.csv;schemas/xlsform-to-list-mapping.csv
tacatdp,impact_evaluation,phase3_source_v1,screen_12_pest_control,Screen_12_pest_control,pest_if,146,81,Indirect Female Beneficiaries,Wanufaika wa Kike Wasio wa Moja kwa Moja,,WholeNumber,integer,integer,RequiredIfVisible,yes,no,,,,,,,0,,mp_AnswerValue,scalar input field,TACATDP_Beneficiaries,pest_if,docs/xlsform-field-inventory.csv;schemas/xlsform-to-list-mapping.csv
tacatdp,impact_evaluation,phase3_source_v1,screen_12_pest_control,Screen_12_pest_control,pest_iy,149,82,Indirect Youth (18-35),Vijana Wasio wa Moja kwa Moja (18-35),,WholeNumber,integer,integer,RequiredIfVisible,yes,no,,,,,,,0,,mp_AnswerValue,scalar input field,TACATDP_Beneficiaries,pest_iy,docs/xlsform-field-inventory.csv;schemas/xlsform-to-list-mapping.csv
tacatdp,impact_evaluation,phase3_source_v1,screen_13_harvesting,Screen_13_harvesting,harvesting_dm,152,83,Direct Male Beneficiaries,Wanufaika wa Kiume wa Moja kwa Moja,,WholeNumber,integer,integer,RequiredIfVisible,yes,no,,,,,,,0,,mp_AnswerValue,scalar input field,TACATDP_Beneficiaries,harvesting_dm,docs/xlsform-field-inventory.csv;schemas/xlsform-to-list-mapping.csv
tacatdp,impact_evaluation,phase3_source_v1,screen_13_harvesting,Screen_13_harvesting,harvesting_df,153,84,Direct Female Beneficiaries,Wanufaika wa Kike wa Moja kwa Moja,,WholeNumber,integer,integer,RequiredIfVisible,yes,no,,,,,,,0,,mp_AnswerValue,scalar input field,TACATDP_Beneficiaries,harvesting_df,docs/xlsform-field-inventory.csv;schemas/xlsform-to-list-mapping.csv
tacatdp,impact_evaluation,phase3_source_v1,screen_13_harvesting,Screen_13_harvesting,harvesting_dy,156,85,Direct Youth (18-35),Vijana wa Moja kwa Moja (18-35),,WholeNumber,integer,integer,RequiredIfVisible,yes,no,,,,,,,0,,mp_AnswerValue,scalar input field,TACATDP_Beneficiaries,harvesting_dy,docs/xlsform-field-inventory.csv;schemas/xlsform-to-list-mapping.csv
tacatdp,impact_evaluation,phase3_source_v1,screen_13_harvesting,Screen_13_harvesting,harvesting_im,157,86,Indirect Male Beneficiaries,Wanufaika wa Kiume Wasio wa Moja kwa Moja,,WholeNumber,integer,integer,RequiredIfVisible,yes,no,,,,,,,0,,mp_AnswerValue,scalar input field,TACATDP_Beneficiaries,harvesting_im,docs/xlsform-field-inventory.csv;schemas/xlsform-to-list-mapping.csv
tacatdp,impact_evaluation,phase3_source_v1,screen_13_harvesting,Screen_13_harvesting,harvesting_if,158,87,Indirect Female Beneficiaries,Wanufaika wa Kike Wasio wa Moja kwa Moja,,WholeNumber,integer,integer,RequiredIfVisible,yes,no,,,,,,,0,,mp_AnswerValue,scalar input field,TACATDP_Beneficiaries,harvesting_if,docs/xlsform-field-inventory.csv;schemas/xlsform-to-list-mapping.csv
tacatdp,impact_evaluation,phase3_source_v1,screen_13_harvesting,Screen_13_harvesting,harvesting_iy,161,88,Indirect Youth (18-35),Vijana Wasio wa Moja kwa Moja (18-35),,WholeNumber,integer,integer,RequiredIfVisible,yes,no,,,,,,,0,,mp_AnswerValue,scalar input field,TACATDP_Beneficiaries,harvesting_iy,docs/xlsform-field-inventory.csv;schemas/xlsform-to-list-mapping.csv
tacatdp,impact_evaluation,phase3_source_v1,screen_14_postharvest,Screen_14_postharvest,postharvest_dm,164,89,Direct Male Beneficiaries,Wanufaika wa Kiume wa Moja kwa Moja,,WholeNumber,integer,integer,RequiredIfVisible,yes,no,,,,,,,0,,mp_AnswerValue,scalar input field,TACATDP_Beneficiaries,postharvest_dm,docs/xlsform-field-inventory.csv;schemas/xlsform-to-list-mapping.csv
tacatdp,impact_evaluation,phase3_source_v1,screen_14_postharvest,Screen_14_postharvest,postharvest_df,165,90,Direct Female Beneficiaries,Wanufaika wa Kike wa Moja kwa Moja,,WholeNumber,integer,integer,RequiredIfVisible,yes,no,,,,,,,0,,mp_AnswerValue,scalar input field,TACATDP_Beneficiaries,postharvest_df,docs/xlsform-field-inventory.csv;schemas/xlsform-to-list-mapping.csv
tacatdp,impact_evaluation,phase3_source_v1,screen_14_postharvest,Screen_14_postharvest,postharvest_dy,168,91,Direct Youth (18-35),Vijana wa Moja kwa Moja (18-35),,WholeNumber,integer,integer,RequiredIfVisible,yes,no,,,,,,,0,,mp_AnswerValue,scalar input field,TACATDP_Beneficiaries,postharvest_dy,docs/xlsform-field-inventory.csv;schemas/xlsform-to-list-mapping.csv
tacatdp,impact_evaluation,phase3_source_v1,screen_14_postharvest,Screen_14_postharvest,postharvest_im,169,92,Indirect Male Beneficiaries,Wanufaika wa Kiume Wasio wa Moja kwa Moja,,WholeNumber,integer,integer,RequiredIfVisible,yes,no,,,,,,,0,,mp_AnswerValue,scalar input field,TACATDP_Beneficiaries,postharvest_im,docs/xlsform-field-inventory.csv;schemas/xlsform-to-list-mapping.csv
tacatdp,impact_evaluation,phase3_source_v1,screen_14_postharvest,Screen_14_postharvest,postharvest_if,170,93,Indirect Female Beneficiaries,Wanufaika wa Kike Wasio wa Moja kwa Moja,,WholeNumber,integer,integer,RequiredIfVisible,yes,no,,,,,,,0,,mp_AnswerValue,scalar input field,TACATDP_Beneficiaries,postharvest_if,docs/xlsform-field-inventory.csv;schemas/xlsform-to-list-mapping.csv
tacatdp,impact_evaluation,phase3_source_v1,screen_14_postharvest,Screen_14_postharvest,postharvest_iy,173,94,Indirect Youth (18-35),Vijana Wasio wa Moja kwa Moja (18-35),,WholeNumber,integer,integer,RequiredIfVisible,yes,no,,,,,,,0,,mp_AnswerValue,scalar input field,TACATDP_Beneficiaries,postharvest_iy,docs/xlsform-field-inventory.csv;schemas/xlsform-to-list-mapping.csv
tacatdp,impact_evaluation,phase3_source_v1,screen_15_storage,Screen_15_storage,storage_dm,176,95,Direct Male Beneficiaries,Wanufaika wa Kiume wa Moja kwa Moja,,WholeNumber,integer,integer,RequiredIfVisible,yes,no,,,,,,,0,,mp_AnswerValue,scalar input field,TACATDP_Beneficiaries,storage_dm,docs/xlsform-field-inventory.csv;schemas/xlsform-to-list-mapping.csv
tacatdp,impact_evaluation,phase3_source_v1,screen_15_storage,Screen_15_storage,storage_df,177,96,Direct Female Beneficiaries,Wanufaika wa Kike wa Moja kwa Moja,,WholeNumber,integer,integer,RequiredIfVisible,yes,no,,,,,,,0,,mp_AnswerValue,scalar input field,TACATDP_Beneficiaries,storage_df,docs/xlsform-field-inventory.csv;schemas/xlsform-to-list-mapping.csv
tacatdp,impact_evaluation,phase3_source_v1,screen_15_storage,Screen_15_storage,storage_dy,180,97,Direct Youth (18-35),Vijana wa Moja kwa Moja (18-35),,WholeNumber,integer,integer,RequiredIfVisible,yes,no,,,,,,,0,,mp_AnswerValue,scalar input field,TACATDP_Beneficiaries,storage_dy,docs/xlsform-field-inventory.csv;schemas/xlsform-to-list-mapping.csv
tacatdp,impact_evaluation,phase3_source_v1,screen_15_storage,Screen_15_storage,storage_im,181,98,Indirect Male Beneficiaries,Wanufaika wa Kiume Wasio wa Moja kwa Moja,,WholeNumber,integer,integer,RequiredIfVisible,yes,no,,,,,,,0,,mp_AnswerValue,scalar input field,TACATDP_Beneficiaries,storage_im,docs/xlsform-field-inventory.csv;schemas/xlsform-to-list-mapping.csv
tacatdp,impact_evaluation,phase3_source_v1,screen_15_storage,Screen_15_storage,storage_if,182,99,Indirect Female Beneficiaries,Wanufaika wa Kike Wasio wa Moja kwa Moja,,WholeNumber,integer,integer,RequiredIfVisible,yes,no,,,,,,,0,,mp_AnswerValue,scalar input field,TACATDP_Beneficiaries,storage_if,docs/xlsform-field-inventory.csv;schemas/xlsform-to-list-mapping.csv
tacatdp,impact_evaluation,phase3_source_v1,screen_15_storage,Screen_15_storage,storage_iy,185,100,Indirect Youth (18-35),Vijana Wasio wa Moja kwa Moja (18-35),,WholeNumber,integer,integer,RequiredIfVisible,yes,no,,,,,,,0,,mp_AnswerValue,scalar input field,TACATDP_Beneficiaries,storage_iy,docs/xlsform-field-inventory.csv;schemas/xlsform-to-list-mapping.csv
tacatdp,impact_evaluation,phase3_source_v1,screen_16_transport,Screen_16_transport,transport_dm,188,101,Direct Male Beneficiaries,Wanufaika wa Kiume wa Moja kwa Moja,,WholeNumber,integer,integer,RequiredIfVisible,yes,no,,,,,,,0,,mp_AnswerValue,scalar input field,TACATDP_Beneficiaries,transport_dm,docs/xlsform-field-inventory.csv;schemas/xlsform-to-list-mapping.csv
tacatdp,impact_evaluation,phase3_source_v1,screen_16_transport,Screen_16_transport,transport_df,189,102,Direct Female Beneficiaries,Wanufaika wa Kike wa Moja kwa Moja,,WholeNumber,integer,integer,RequiredIfVisible,yes,no,,,,,,,0,,mp_AnswerValue,scalar input field,TACATDP_Beneficiaries,transport_df,docs/xlsform-field-inventory.csv;schemas/xlsform-to-list-mapping.csv
tacatdp,impact_evaluation,phase3_source_v1,screen_16_transport,Screen_16_transport,transport_dy,192,103,Direct Youth (18-35),Vijana wa Moja kwa Moja (18-35),,WholeNumber,integer,integer,RequiredIfVisible,yes,no,,,,,,,0,,mp_AnswerValue,scalar input field,TACATDP_Beneficiaries,transport_dy,docs/xlsform-field-inventory.csv;schemas/xlsform-to-list-mapping.csv
tacatdp,impact_evaluation,phase3_source_v1,screen_16_transport,Screen_16_transport,transport_im,193,104,Indirect Male Beneficiaries,Wanufaika wa Kiume Wasio wa Moja kwa Moja,,WholeNumber,integer,integer,RequiredIfVisible,yes,no,,,,,,,0,,mp_AnswerValue,scalar input field,TACATDP_Beneficiaries,transport_im,docs/xlsform-field-inventory.csv;schemas/xlsform-to-list-mapping.csv
tacatdp,impact_evaluation,phase3_source_v1,screen_16_transport,Screen_16_transport,transport_if,194,105,Indirect Female Beneficiaries,Wanufaika wa Kike Wasio wa Moja kwa Moja,,WholeNumber,integer,integer,RequiredIfVisible,yes,no,,,,,,,0,,mp_AnswerValue,scalar input field,TACATDP_Beneficiaries,transport_if,docs/xlsform-field-inventory.csv;schemas/xlsform-to-list-mapping.csv
tacatdp,impact_evaluation,phase3_source_v1,screen_16_transport,Screen_16_transport,transport_iy,197,106,Indirect Youth (18-35),Vijana Wasio wa Moja kwa Moja (18-35),,WholeNumber,integer,integer,RequiredIfVisible,yes,no,,,,,,,0,,mp_AnswerValue,scalar input field,TACATDP_Beneficiaries,transport_iy,docs/xlsform-field-inventory.csv;schemas/xlsform-to-list-mapping.csv
tacatdp,impact_evaluation,phase3_source_v1,screen_17_processing,Screen_17_processing,processing_dm,200,107,Direct Male Beneficiaries,Wanufaika wa Kiume wa Moja kwa Moja,,WholeNumber,integer,integer,RequiredIfVisible,yes,no,,,,,,,0,,mp_AnswerValue,scalar input field,TACATDP_Beneficiaries,processing_dm,docs/xlsform-field-inventory.csv;schemas/xlsform-to-list-mapping.csv
tacatdp,impact_evaluation,phase3_source_v1,screen_17_processing,Screen_17_processing,processing_df,201,108,Direct Female Beneficiaries,Wanufaika wa Kike wa Moja kwa Moja,,WholeNumber,integer,integer,RequiredIfVisible,yes,no,,,,,,,0,,mp_AnswerValue,scalar input field,TACATDP_Beneficiaries,processing_df,docs/xlsform-field-inventory.csv;schemas/xlsform-to-list-mapping.csv
tacatdp,impact_evaluation,phase3_source_v1,screen_17_processing,Screen_17_processing,processing_dy,204,109,Direct Youth (18-35),Vijana wa Moja kwa Moja (18-35),,WholeNumber,integer,integer,RequiredIfVisible,yes,no,,,,,,,0,,mp_AnswerValue,scalar input field,TACATDP_Beneficiaries,processing_dy,docs/xlsform-field-inventory.csv;schemas/xlsform-to-list-mapping.csv
tacatdp,impact_evaluation,phase3_source_v1,screen_17_processing,Screen_17_processing,processing_im,205,110,Indirect Male Beneficiaries,Wanufaika wa Kiume Wasio wa Moja kwa Moja,,WholeNumber,integer,integer,RequiredIfVisible,yes,no,,,,,,,0,,mp_AnswerValue,scalar input field,TACATDP_Beneficiaries,processing_im,docs/xlsform-field-inventory.csv;schemas/xlsform-to-list-mapping.csv
tacatdp,impact_evaluation,phase3_source_v1,screen_17_processing,Screen_17_processing,processing_if,206,111,Indirect Female Beneficiaries,Wanufaika wa Kike Wasio wa Moja kwa Moja,,WholeNumber,integer,integer,RequiredIfVisible,yes,no,,,,,,,0,,mp_AnswerValue,scalar input field,TACATDP_Beneficiaries,processing_if,docs/xlsform-field-inventory.csv;schemas/xlsform-to-list-mapping.csv
tacatdp,impact_evaluation,phase3_source_v1,screen_17_processing,Screen_17_processing,processing_iy,209,112,Indirect Youth (18-35),Vijana Wasio wa Moja kwa Moja (18-35),,WholeNumber,integer,integer,RequiredIfVisible,yes,no,,,,,,,0,,mp_AnswerValue,scalar input field,TACATDP_Beneficiaries,processing_iy,docs/xlsform-field-inventory.csv;schemas/xlsform-to-list-mapping.csv
tacatdp,impact_evaluation,phase3_source_v1,screen_18_aquaculture,Screen_18_aquaculture,aquaculture_dm,212,113,Direct Male Beneficiaries,Wanufaika wa Kiume wa Moja kwa Moja,,WholeNumber,integer,integer,RequiredIfVisible,yes,no,,,,,,,0,,mp_AnswerValue,scalar input field,TACATDP_Beneficiaries,aquaculture_dm,docs/xlsform-field-inventory.csv;schemas/xlsform-to-list-mapping.csv
tacatdp,impact_evaluation,phase3_source_v1,screen_18_aquaculture,Screen_18_aquaculture,aquaculture_df,213,114,Direct Female Beneficiaries,Wanufaika wa Kike wa Moja kwa Moja,,WholeNumber,integer,integer,RequiredIfVisible,yes,no,,,,,,,0,,mp_AnswerValue,scalar input field,TACATDP_Beneficiaries,aquaculture_df,docs/xlsform-field-inventory.csv;schemas/xlsform-to-list-mapping.csv
tacatdp,impact_evaluation,phase3_source_v1,screen_18_aquaculture,Screen_18_aquaculture,aquaculture_dy,216,115,Direct Youth (18-35),Vijana wa Moja kwa Moja (18-35),,WholeNumber,integer,integer,RequiredIfVisible,yes,no,,,,,,,0,,mp_AnswerValue,scalar input field,TACATDP_Beneficiaries,aquaculture_dy,docs/xlsform-field-inventory.csv;schemas/xlsform-to-list-mapping.csv
tacatdp,impact_evaluation,phase3_source_v1,screen_18_aquaculture,Screen_18_aquaculture,aquaculture_im,217,116,Indirect Male Beneficiaries,Wanufaika wa Kiume Wasio wa Moja kwa Moja,,WholeNumber,integer,integer,RequiredIfVisible,yes,no,,,,,,,0,,mp_AnswerValue,scalar input field,TACATDP_Beneficiaries,aquaculture_im,docs/xlsform-field-inventory.csv;schemas/xlsform-to-list-mapping.csv
tacatdp,impact_evaluation,phase3_source_v1,screen_18_aquaculture,Screen_18_aquaculture,aquaculture_if,218,117,Indirect Female Beneficiaries,Wanufaika wa Kike Wasio wa Moja kwa Moja,,WholeNumber,integer,integer,RequiredIfVisible,yes,no,,,,,,,0,,mp_AnswerValue,scalar input field,TACATDP_Beneficiaries,aquaculture_if,docs/xlsform-field-inventory.csv;schemas/xlsform-to-list-mapping.csv
tacatdp,impact_evaluation,phase3_source_v1,screen_18_aquaculture,Screen_18_aquaculture,aquaculture_iy,221,118,Indirect Youth (18-35),Vijana Wasio wa Moja kwa Moja (18-35),,WholeNumber,integer,integer,RequiredIfVisible,yes,no,,,,,,,0,,mp_AnswerValue,scalar input field,TACATDP_Beneficiaries,aquaculture_iy,docs/xlsform-field-inventory.csv;schemas/xlsform-to-list-mapping.csv
tacatdp,impact_evaluation,phase3_source_v1,screen_19_fisheries_landing,Screen_19_fisheries_landing,landing_dm,224,119,Direct Male Beneficiaries,Wanufaika wa Kiume wa Moja kwa Moja,,WholeNumber,integer,integer,RequiredIfVisible,yes,no,,,,,,,0,,mp_AnswerValue,scalar input field,TACATDP_Beneficiaries,landing_dm,docs/xlsform-field-inventory.csv;schemas/xlsform-to-list-mapping.csv
tacatdp,impact_evaluation,phase3_source_v1,screen_19_fisheries_landing,Screen_19_fisheries_landing,landing_df,225,120,Direct Female Beneficiaries,Wanufaika wa Kike wa Moja kwa Moja,,WholeNumber,integer,integer,RequiredIfVisible,yes,no,,,,,,,0,,mp_AnswerValue,scalar input field,TACATDP_Beneficiaries,landing_df,docs/xlsform-field-inventory.csv;schemas/xlsform-to-list-mapping.csv
