project_code,instrument_code,version_code,group_code,source_screen,field_code,source_survey_row,display_order,label_en,label_sw,hint_en,data_type,xlsform_type,base_type,required_mode,required_in_app,required_in_dataverse,choice_scheme_code,selection_mode,relevance_expression,constraint_expression,constraint_message,choice_filter,default_value,appearance,answer_storage_table,answer_storage_strategy,source_target_list,source_target_columns,source_file
tacatdp,impact_evaluation,phase3_source_v1,screen_29_ghg_quantification,Screen_29_ghg_quantification,other_new_tech,366,183,Other New Financed Technology,Other New Financed Technology – Teknolojia Nyingine Mpya Iliyofadhiliwa (Tafadhali Eleza),,Text,text,text,RequiredIfVisible,yes,no,,,${new_tech}='96',,,,,,mp_AnswerValue,scalar input field,TACATDP_GHGWaterYield,other_new_tech,docs/xlsform-field-inventory.csv;schemas/xlsform-to-list-mapping.csv
tacatdp,impact_evaluation,phase3_source_v1,screen_29_ghg_quantification,Screen_29_ghg_quantification,energy_base,367,184,Energy Source Baseline,Energy Source Baseline – Chanzo cha Nishati Kabla ya Mradi,,LookupVocabularyTerm,select_one energy_base_list,select_one,RequiredIfVisible,yes,no,energy_base_list,Single,,,,,,,mp_AnswerValue,select_one stored as text value/label from reference data for delegation and export fidelity,TACATDP_GHGWaterYield,energy_baseValue;energy_baseLabel,docs/xlsform-field-inventory.csv;schemas/xlsform-to-list-mapping.csv
tacatdp,impact_evaluation,phase3_source_v1,screen_29_ghg_quantification,Screen_29_ghg_quantification,other_energy_base,368,185,Other Energy Source Baseline,Other Energy Source Baseline – Chanzo Kingine cha Nishati Kabla ya Mradi (Tafadhali Eleza),,Text,text,text,RequiredIfVisible,yes,no,,,${energy_base}='96',,,,,,mp_AnswerValue,scalar input field,TACATDP_GHGWaterYield,other_energy_base,docs/xlsform-field-inventory.csv;schemas/xlsform-to-list-mapping.csv
tacatdp,impact_evaluation,phase3_source_v1,screen_29_ghg_quantification,Screen_29_ghg_quantification,energy_after,369,186,Energy Source After,Energy Source After – Chanzo cha Nishati Baada ya Mradi,,LookupVocabularyTerm,select_one energy_after_list,select_one,RequiredIfVisible,yes,no,energy_after_list,Single,,,,,,,mp_AnswerValue,select_one stored as text value/label from reference data for delegation and export fidelity,TACATDP_GHGWaterYield,energy_afterValue;energy_afterLabel,docs/xlsform-field-inventory.csv;schemas/xlsform-to-list-mapping.csv
tacatdp,impact_evaluation,phase3_source_v1,screen_29_ghg_quantification,Screen_29_ghg_quantification,other_energy_after,370,187,Other Energy Source After,Other Energy Source After – Chanzo Kingine cha Nishati Baada ya Mradi (Tafadhali Eleza),,Text,text,text,RequiredIfVisible,yes,no,,,${energy_after}='96',,,,,,mp_AnswerValue,scalar input field,TACATDP_GHGWaterYield,other_energy_after,docs/xlsform-field-inventory.csv;schemas/xlsform-to-list-mapping.csv
tacatdp,impact_evaluation,phase3_source_v1,screen_29_ghg_quantification,Screen_29_ghg_quantification,base_hours,371,188,Baseline Hours/year,Baseline Hours/year – Idadi ya Saa za Matumizi kwa Mwaka Kabla ya Mradi,,Decimal,decimal,decimal,RequiredIfVisible,yes,no,,,${energy_base}='1',,,,,,mp_AnswerValue,scalar input field,TACATDP_GHGWaterYield,base_hours,docs/xlsform-field-inventory.csv;schemas/xlsform-to-list-mapping.csv
tacatdp,impact_evaluation,phase3_source_v1,screen_29_ghg_quantification,Screen_29_ghg_quantification,diesel_rate,372,189,Diesel Rate (L/hr),Diesel Rate (L/hr) – Kiwango cha Matumizi ya Dizeli (Lita kwa Saa),,Decimal,decimal,decimal,RequiredIfVisible,yes,no,,,${energy_base}='1',,,,,,mp_AnswerValue,scalar input field,TACATDP_GHGWaterYield,diesel_rate,docs/xlsform-field-inventory.csv;schemas/xlsform-to-list-mapping.csv
tacatdp,impact_evaluation,phase3_source_v1,screen_29_ghg_quantification,Screen_29_ghg_quantification,diesel_proj,378,190,Project Diesel Use (L/year),Matumizi ya Dizeli ya Mradi (Lita kwa Mwaka),,Decimal,decimal,decimal,RequiredIfVisible,yes,no,,,,,,,0,,mp_AnswerValue,scalar input field,TACATDP_GHGWaterYield,diesel_proj,docs/xlsform-field-inventory.csv;schemas/xlsform-to-list-mapping.csv
tacatdp,impact_evaluation,phase3_source_v1,screen_29_ghg_quantification,Screen_29_ghg_quantification,lifespan,382,191,Lifespan,Muda wa Maisha wa Teknolojia/Vifaa (Miaka),,WholeNumber,integer,integer,RequiredIfVisible,yes,no,,,,,,,10,,mp_AnswerValue,scalar input field,TACATDP_GHGWaterYield,lifespan,docs/xlsform-field-inventory.csv;schemas/xlsform-to-list-mapping.csv
tacatdp,impact_evaluation,phase3_source_v1,screen_30_water_efficiency,Screen_30_water_efficiency,crop,390,192,Crop Type,Aina ya zao,,LookupVocabularyTerm,select_one crop_name,select_one,RequiredIfVisible,yes,no,crop_name,Single,,,,,,,mp_AnswerValue,select_one stored as text value/label from reference data for delegation and export fidelity,TACATDP_GHGWaterYield,cropValue;cropLabel,docs/xlsform-field-inventory.csv;schemas/xlsform-to-list-mapping.csv
tacatdp,impact_evaluation,phase3_source_v1,screen_30_water_efficiency,Screen_30_water_efficiency,area,391,193,Irrigated Area (Ha),Eneo linalomwagiliwa (Ha),,Decimal,decimal,decimal,RequiredIfVisible,yes,no,,,,,,,,,mp_AnswerValue,scalar input field,TACATDP_GHGWaterYield,area,docs/xlsform-field-inventory.csv;schemas/xlsform-to-list-mapping.csv
tacatdp,impact_evaluation,phase3_source_v1,screen_30_water_efficiency,Screen_30_water_efficiency,water_tech,392,194,Newly Adopted Sustainable Irrigation Technology,Teknolojia mpya ya umwagiliaji endelevu iliyotumika,,LookupVocabularyTerm,select_one water_tech_list,select_one,RequiredIfVisible,yes,no,water_tech_list,Single,,,,,,,mp_AnswerValue,select_one stored as text value/label from reference data for delegation and export fidelity,TACATDP_GHGWaterYield,water_techValue;water_techLabel,docs/xlsform-field-inventory.csv;schemas/xlsform-to-list-mapping.csv
tacatdp,impact_evaluation,phase3_source_v1,screen_30_water_efficiency,Screen_30_water_efficiency,other_water_tech,393,195,Other Newly Adopted Sustainable Irrigation Technology,"Teknolojia nyingine mpya ya umwagiliaji endelevu, taja",,Text,text,text,RequiredIfVisible,yes,no,,,${water_tech}='96',,,,,,mp_AnswerValue,scalar input field,TACATDP_GHGWaterYield,other_water_tech,docs/xlsform-field-inventory.csv;schemas/xlsform-to-list-mapping.csv
tacatdp,impact_evaluation,phase3_source_v1,screen_30_water_efficiency,Screen_30_water_efficiency,irr_base,394,196,Baseline Unsustainable Irrigation Practice to Be Replaced,Mbinu ya awali ya umwagiliaji isiyo endelevu itakayobadilishwa,,LookupVocabularyTerm,select_one irr_base_list,select_one,RequiredIfVisible,yes,no,irr_base_list,Single,,,,,,,mp_AnswerValue,select_one stored as text value/label from reference data for delegation and export fidelity,TACATDP_GHGWaterYield,irr_baseValue;irr_baseLabel,docs/xlsform-field-inventory.csv;schemas/xlsform-to-list-mapping.csv
tacatdp,impact_evaluation,phase3_source_v1,screen_30_water_efficiency,Screen_30_water_efficiency,other_irr_base,395,197,Other Baseline Unsustainable Irrigation Practice to Be Replaced,"Mbinu nyingine ya awali ya umwagiliaji isiyo endelevu itakayobadilishwa, taja",,Text,text,text,RequiredIfVisible,yes,no,,,${irr_base}='96',,,,,,mp_AnswerValue,scalar input field,TACATDP_GHGWaterYield,other_irr_base,docs/xlsform-field-inventory.csv;schemas/xlsform-to-list-mapping.csv
tacatdp,impact_evaluation,phase3_source_v1,screen_30_water_efficiency,Screen_30_water_efficiency,water_base,396,198,Water Baseline (m³/year),Kiasi cha maji kilichotumika kabla ya utekelezaji (m³ kwa mwaka),,Decimal,decimal,decimal,RequiredIfVisible,yes,no,,,,,,,,,mp_AnswerValue,scalar input field,TACATDP_GHGWaterYield,water_base,docs/xlsform-field-inventory.csv;schemas/xlsform-to-list-mapping.csv
tacatdp,impact_evaluation,phase3_source_v1,screen_30_water_efficiency,Screen_30_water_efficiency,water_after,397,199,Water After (m³/year),Kiasi cha maji kinachotumika baada ya utekelezaji (m³ kwa mwaka),,Decimal,decimal,decimal,RequiredIfVisible,yes,no,,,,,,,,,mp_AnswerValue,scalar input field,TACATDP_GHGWaterYield,water_after,docs/xlsform-field-inventory.csv;schemas/xlsform-to-list-mapping.csv
tacatdp,impact_evaluation,phase3_source_v1,screen_31_yield_income,Screen_31_yield_income,yield_base,404,200,Baseline Yield (kg),Mavuno ya awali (kg),,Decimal,decimal,decimal,RequiredIfVisible,yes,no,,,,.>=0,Enter a valid yield,,,,mp_AnswerValue,scalar input field,TACATDP_GHGWaterYield,yield_base,docs/xlsform-field-inventory.csv;schemas/xlsform-to-list-mapping.csv
tacatdp,impact_evaluation,phase3_source_v1,screen_31_yield_income,Screen_31_yield_income,price_base,405,201,Price Before (TZS/kg),Bei kabla ya utekelezaji (TZS/kg),,Decimal,decimal,decimal,RequiredIfVisible,yes,no,,,,.>=0,Enter a valid price,,,,mp_AnswerValue,scalar input field,TACATDP_GHGWaterYield,price_base,docs/xlsform-field-inventory.csv;schemas/xlsform-to-list-mapping.csv
tacatdp,impact_evaluation,phase3_source_v1,ghgwateryield,,yield_after1,408,202,Yield After Intervention (kg),Mavuno baada ya utekelezaji (kg),,Decimal,decimal,decimal,RequiredIfVisible,yes,no,,,,.>=0,Enter a valid yield,,,,mp_AnswerValue,scalar input field,TACATDP_GHGWaterYield,yield_after1,docs/xlsform-field-inventory.csv;schemas/xlsform-to-list-mapping.csv
tacatdp,impact_evaluation,phase3_source_v1,screen_31_yield_income,Screen_31_yield_income,price_after1,409,203,Price After (TZS/kg),Bei baada ya utekelezaji (TZS/kg),,Decimal,decimal,decimal,RequiredIfVisible,yes,no,,,,.>=0,Enter a valid price,,,,mp_AnswerValue,scalar input field,TACATDP_GHGWaterYield,price_after1,docs/xlsform-field-inventory.csv;schemas/xlsform-to-list-mapping.csv
tacatdp,impact_evaluation,phase3_source_v1,screen_01_demographics,Screen_01_demographics,quantify_cost,417,204,Would you like to quantify production cost and income?,"Je, uko tayari kutoa taarifa za gharama za uzalishaji na mapato?",,LookupVocabularyTerm,select_one Yes_No,select_one,RequiredIfVisible,yes,no,yes_no,Single,,,,,,,mp_AnswerValue,select_one stored as text value/label from reference data for delegation and export fidelity,TACATDP_GHGWaterYield,quantify_costValue;quantify_costLabel,docs/xlsform-field-inventory.csv;schemas/xlsform-to-list-mapping.csv
tacatdp,impact_evaluation,phase3_source_v1,screen_32_production_cost_income,Screen_32_production_cost_income,reporting_period,420,205,Reporting period,Kipindi cha taarifa,,LookupVocabularyTerm,select_one reporting_period,select_one,RequiredIfVisible,yes,no,reporting_period,Single,${quantify_cost}='1',,,,,,mp_AnswerValue,select_one stored as text value/label from reference data for delegation and export fidelity,TACATDP_ProductionIncome,reporting_periodValue;reporting_periodLabel,docs/xlsform-field-inventory.csv;schemas/xlsform-to-list-mapping.csv
tacatdp,impact_evaluation,phase3_source_v1,screen_32_production_cost_income,Screen_32_production_cost_income,farm_size,421,206,Cultivated area (Acres),Eneo lililolimwa (Ekari),,Decimal,decimal,decimal,RequiredIfVisible,yes,no,,,${quantify_cost}='1',,,,,,mp_AnswerValue,scalar input field,TACATDP_ProductionIncome,farm_size,docs/xlsform-field-inventory.csv;schemas/xlsform-to-list-mapping.csv
tacatdp,impact_evaluation,phase3_source_v1,screen_32_production_cost_income,Screen_32_production_cost_income,production_before,422,207,Production before TACATDP (kg),Uzalishaji kabla ya TACATDP (Kg),,Decimal,decimal,decimal,RequiredIfVisible,yes,no,,,${quantify_cost}='1',,,,,,mp_AnswerValue,scalar input field,TACATDP_ProductionIncome,production_before,docs/xlsform-field-inventory.csv;schemas/xlsform-to-list-mapping.csv
tacatdp,impact_evaluation,phase3_source_v1,screen_32_production_cost_income,Screen_32_production_cost_income,production_after,423,208,Production after TACATDP (kg),Uzalishaji baada ya TACATDP (Kg),,Decimal,decimal,decimal,RequiredIfVisible,yes,no,,,${quantify_cost}='1',,,,,,mp_AnswerValue,scalar input field,TACATDP_ProductionIncome,production_after,docs/xlsform-field-inventory.csv;schemas/xlsform-to-list-mapping.csv
tacatdp,impact_evaluation,phase3_source_v1,multiselectanswers,,vc_stages1,428,209,Select all value chain stages with production costs,Chagua hatua zote za mnyororo wa thamani zenye gharama za uzalishaji,,MultiSelectVocabularyTermRows,select_multiple vc_stages,select_multiple,RequiredIfVisible,yes,no,vc_stages,Multiple,${quantify_cost}='1',,,,,,mp_MultiSelectAnswer,select_multiple child rows,TACATDP_MultiSelectAnswers,QuestionName;ChoiceValue,docs/xlsform-field-inventory.csv;schemas/xlsform-to-list-mapping.csv
tacatdp,impact_evaluation,phase3_source_v1,screen_32_production_cost_income,Screen_32_production_cost_income,vc1_cost_item,430,210,Production cost item,Kipengele cha gharama,,LookupVocabularyTerm,select_one cost_item,select_one,RequiredIfVisible,yes,no,cost_item,Single,,,,,,,mp_AnswerValue,normalized production cost line,TACATDP_ProductionCostLines,StageCode;CostItemValue;UnitValue;Quantity;UnitCostTZS,docs/xlsform-field-inventory.csv;schemas/xlsform-to-list-mapping.csv
tacatdp,impact_evaluation,phase3_source_v1,screen_32_production_cost_income,Screen_32_production_cost_income,vc1_unit,431,211,Unit of measure,Kipimo,,LookupVocabularyTerm,select_one unit_measure,select_one,RequiredIfVisible,yes,no,unit_measure,Single,,,,,,,mp_AnswerValue,normalized production cost line,TACATDP_ProductionCostLines,StageCode;CostItemValue;UnitValue;Quantity;UnitCostTZS,docs/xlsform-field-inventory.csv;schemas/xlsform-to-list-mapping.csv
tacatdp,impact_evaluation,phase3_source_v1,screen_32_production_cost_income,Screen_32_production_cost_income,vc1_quantity,432,212,Quantity,Kiasi,,Decimal,decimal,decimal,RequiredIfVisible,yes,no,,,,,,,,,mp_AnswerValue,normalized production cost line,TACATDP_ProductionCostLines,StageCode;CostItemValue;UnitValue;Quantity;UnitCostTZS,docs/xlsform-field-inventory.csv;schemas/xlsform-to-list-mapping.csv
tacatdp,impact_evaluation,phase3_source_v1,screen_32_production_cost_income,Screen_32_production_cost_income,vc1_unit_cost,433,213,Unit cost (TZS),Gharama kwa kila kipimo (TZS),,Decimal,decimal,decimal,RequiredIfVisible,yes,no,,,,,,,,,mp_AnswerValue,normalized production cost line,TACATDP_ProductionCostLines,StageCode;CostItemValue;UnitValue;Quantity;UnitCostTZS,docs/xlsform-field-inventory.csv;schemas/xlsform-to-list-mapping.csv
tacatdp,impact_evaluation,phase3_source_v1,screen_33_production_cost_detail,Screen_33_production_cost_detail,vc2_cost_item,437,214,Production cost item,Kipengele cha gharama,,LookupVocabularyTerm,select_one cost_item,select_one,RequiredIfVisible,yes,no,cost_item,Single,,,,,,,mp_AnswerValue,normalized production cost line,TACATDP_ProductionCostLines,StageCode;CostItemValue;UnitValue;Quantity;UnitCostTZS,docs/xlsform-field-inventory.csv;schemas/xlsform-to-list-mapping.csv
tacatdp,impact_evaluation,phase3_source_v1,screen_33_production_cost_detail,Screen_33_production_cost_detail,vc2_unit,438,215,Unit of measure,Kipimo,,LookupVocabularyTerm,select_one unit_measure,select_one,RequiredIfVisible,yes,no,unit_measure,Single,,,,,,,mp_AnswerValue,normalized production cost line,TACATDP_ProductionCostLines,StageCode;CostItemValue;UnitValue;Quantity;UnitCostTZS,docs/xlsform-field-inventory.csv;schemas/xlsform-to-list-mapping.csv
tacatdp,impact_evaluation,phase3_source_v1,screen_33_production_cost_detail,Screen_33_production_cost_detail,vc2_quantity,439,216,Quantity,Kiasi,,Decimal,decimal,decimal,RequiredIfVisible,yes,no,,,,,,,,,mp_AnswerValue,normalized production cost line,TACATDP_ProductionCostLines,StageCode;CostItemValue;UnitValue;Quantity;UnitCostTZS,docs/xlsform-field-inventory.csv;schemas/xlsform-to-list-mapping.csv
tacatdp,impact_evaluation,phase3_source_v1,screen_33_production_cost_detail,Screen_33_production_cost_detail,vc2_unit_cost,440,217,Unit cost (TZS),Gharama kwa kila kipimo (TZS),,Decimal,decimal,decimal,RequiredIfVisible,yes,no,,,,,,,,,mp_AnswerValue,normalized production cost line,TACATDP_ProductionCostLines,StageCode;CostItemValue;UnitValue;Quantity;UnitCostTZS,docs/xlsform-field-inventory.csv;schemas/xlsform-to-list-mapping.csv
tacatdp,impact_evaluation,phase3_source_v1,productioncostlines,,vc3_cost_item,444,218,Production cost item,Kipengele cha gharama,,LookupVocabularyTerm,select_one cost_item,select_one,RequiredIfVisible,yes,no,cost_item,Single,,,,,,,mp_AnswerValue,normalized production cost line,TACATDP_ProductionCostLines,StageCode;CostItemValue;UnitValue;Quantity;UnitCostTZS,docs/xlsform-field-inventory.csv;schemas/xlsform-to-list-mapping.csv
tacatdp,impact_evaluation,phase3_source_v1,productioncostlines,,vc3_unit,445,219,Unit of measure,Kipimo,,LookupVocabularyTerm,select_one unit_measure,select_one,RequiredIfVisible,yes,no,unit_measure,Single,,,,,,,mp_AnswerValue,normalized production cost line,TACATDP_ProductionCostLines,StageCode;CostItemValue;UnitValue;Quantity;UnitCostTZS,docs/xlsform-field-inventory.csv;schemas/xlsform-to-list-mapping.csv
tacatdp,impact_evaluation,phase3_source_v1,productioncostlines,,vc3_quantity,446,220,Quantity,Kiasi,,Decimal,decimal,decimal,RequiredIfVisible,yes,no,,,,,,,,,mp_AnswerValue,normalized production cost line,TACATDP_ProductionCostLines,StageCode;CostItemValue;UnitValue;Quantity;UnitCostTZS,docs/xlsform-field-inventory.csv;schemas/xlsform-to-list-mapping.csv
tacatdp,impact_evaluation,phase3_source_v1,productioncostlines,,vc3_unit_cost,447,221,Unit cost (TZS),Gharama kwa kila kipimo (TZS),,Decimal,decimal,decimal,RequiredIfVisible,yes,no,,,,,,,,,mp_AnswerValue,normalized production cost line,TACATDP_ProductionCostLines,StageCode;CostItemValue;UnitValue;Quantity;UnitCostTZS,docs/xlsform-field-inventory.csv;schemas/xlsform-to-list-mapping.csv
tacatdp,impact_evaluation,phase3_source_v1,productioncostlines,,vc4_cost_item,451,222,Production cost item,Kipengele cha gharama,,LookupVocabularyTerm,select_one cost_item,select_one,RequiredIfVisible,yes,no,cost_item,Single,,,,,,,mp_AnswerValue,normalized production cost line,TACATDP_ProductionCostLines,StageCode;CostItemValue;UnitValue;Quantity;UnitCostTZS,docs/xlsform-field-inventory.csv;schemas/xlsform-to-list-mapping.csv
tacatdp,impact_evaluation,phase3_source_v1,productioncostlines,,vc4_unit,452,223,Unit of measure,Kipimo,,LookupVocabularyTerm,select_one unit_measure,select_one,RequiredIfVisible,yes,no,unit_measure,Single,,,,,,,mp_AnswerValue,normalized production cost line,TACATDP_ProductionCostLines,StageCode;CostItemValue;UnitValue;Quantity;UnitCostTZS,docs/xlsform-field-inventory.csv;schemas/xlsform-to-list-mapping.csv
tacatdp,impact_evaluation,phase3_source_v1,productioncostlines,,vc4_quantity,453,224,Quantity,Kiasi,,Decimal,decimal,decimal,RequiredIfVisible,yes,no,,,,,,,,,mp_AnswerValue,normalized production cost line,TACATDP_ProductionCostLines,StageCode;CostItemValue;UnitValue;Quantity;UnitCostTZS,docs/xlsform-field-inventory.csv;schemas/xlsform-to-list-mapping.csv
tacatdp,impact_evaluation,phase3_source_v1,productioncostlines,,vc4_unit_cost,454,225,Unit cost (TZS),Gharama kwa kila kipimo (TZS),,Decimal,decimal,decimal,RequiredIfVisible,yes,no,,,,,,,,,mp_AnswerValue,normalized production cost line,TACATDP_ProductionCostLines,StageCode;CostItemValue;UnitValue;Quantity;UnitCostTZS,docs/xlsform-field-inventory.csv;schemas/xlsform-to-list-mapping.csv
tacatdp,impact_evaluation,phase3_source_v1,productioncostlines,,vc5_cost_item,458,226,Production cost item,Kipengele cha gharama,,LookupVocabularyTerm,select_one cost_item,select_one,RequiredIfVisible,yes,no,cost_item,Single,,,,,,,mp_AnswerValue,normalized production cost line,TACATDP_ProductionCostLines,StageCode;CostItemValue;UnitValue;Quantity;UnitCostTZS,docs/xlsform-field-inventory.csv;schemas/xlsform-to-list-mapping.csv
tacatdp,impact_evaluation,phase3_source_v1,productioncostlines,,vc5_unit,459,227,Unit of measure,Kipimo,,LookupVocabularyTerm,select_one unit_measure,select_one,RequiredIfVisible,yes,no,unit_measure,Single,,,,,,,mp_AnswerValue,normalized production cost line,TACATDP_ProductionCostLines,StageCode;CostItemValue;UnitValue;Quantity;UnitCostTZS,docs/xlsform-field-inventory.csv;schemas/xlsform-to-list-mapping.csv
tacatdp,impact_evaluation,phase3_source_v1,productioncostlines,,vc5_quantity,460,228,Quantity,Kiasi,,Decimal,decimal,decimal,RequiredIfVisible,yes,no,,,,,,,,,mp_AnswerValue,normalized production cost line,TACATDP_ProductionCostLines,StageCode;CostItemValue;UnitValue;Quantity;UnitCostTZS,docs/xlsform-field-inventory.csv;schemas/xlsform-to-list-mapping.csv
tacatdp,impact_evaluation,phase3_source_v1,productioncostlines,,vc5_unit_cost,461,229,Unit cost (TZS),Gharama kwa kila kipimo (TZS),,Decimal,decimal,decimal,RequiredIfVisible,yes,no,,,,,,,,,mp_AnswerValue,normalized production cost line,TACATDP_ProductionCostLines,StageCode;CostItemValue;UnitValue;Quantity;UnitCostTZS,docs/xlsform-field-inventory.csv;schemas/xlsform-to-list-mapping.csv
tacatdp,impact_evaluation,phase3_source_v1,productioncostlines,,vc6_cost_item,465,230,Production cost item,Kipengele cha gharama,,LookupVocabularyTerm,select_one cost_item,select_one,RequiredIfVisible,yes,no,cost_item,Single,,,,,,,mp_AnswerValue,normalized production cost line,TACATDP_ProductionCostLines,StageCode;CostItemValue;UnitValue;Quantity;UnitCostTZS,docs/xlsform-field-inventory.csv;schemas/xlsform-to-list-mapping.csv
tacatdp,impact_evaluation,phase3_source_v1,productioncostlines,,vc6_unit,466,231,Unit of measure,Kipimo,,LookupVocabularyTerm,select_one unit_measure,select_one,RequiredIfVisible,yes,no,unit_measure,Single,,,,,,,mp_AnswerValue,normalized production cost line,TACATDP_ProductionCostLines,StageCode;CostItemValue;UnitValue;Quantity;UnitCostTZS,docs/xlsform-field-inventory.csv;schemas/xlsform-to-list-mapping.csv
tacatdp,impact_evaluation,phase3_source_v1,productioncostlines,,vc6_quantity,467,232,Quantity,Kiasi,,Decimal,decimal,decimal,RequiredIfVisible,yes,no,,,,,,,,,mp_AnswerValue,normalized production cost line,TACATDP_ProductionCostLines,StageCode;CostItemValue;UnitValue;Quantity;UnitCostTZS,docs/xlsform-field-inventory.csv;schemas/xlsform-to-list-mapping.csv
tacatdp,impact_evaluation,phase3_source_v1,productioncostlines,,vc6_unit_cost,468,233,Unit cost (TZS),Gharama kwa kila kipimo (TZS),,Decimal,decimal,decimal,RequiredIfVisible,yes,no,,,,,,,,,mp_AnswerValue,normalized production cost line,TACATDP_ProductionCostLines,StageCode;CostItemValue;UnitValue;Quantity;UnitCostTZS,docs/xlsform-field-inventory.csv;schemas/xlsform-to-list-mapping.csv
tacatdp,impact_evaluation,phase3_source_v1,productioncostlines,,vc7_cost_item,472,234,Production cost item,Kipengele cha gharama,,LookupVocabularyTerm,select_one cost_item,select_one,RequiredIfVisible,yes,no,cost_item,Single,,,,,,,mp_AnswerValue,normalized production cost line,TACATDP_ProductionCostLines,StageCode;CostItemValue;UnitValue;Quantity;UnitCostTZS,docs/xlsform-field-inventory.csv;schemas/xlsform-to-list-mapping.csv
tacatdp,impact_evaluation,phase3_source_v1,productioncostlines,,vc7_unit,473,235,Unit of measure,Kipimo,,LookupVocabularyTerm,select_one unit_measure,select_one,RequiredIfVisible,yes,no,unit_measure,Single,,,,,,,mp_AnswerValue,normalized production cost line,TACATDP_ProductionCostLines,StageCode;CostItemValue;UnitValue;Quantity;UnitCostTZS,docs/xlsform-field-inventory.csv;schemas/xlsform-to-list-mapping.csv
tacatdp,impact_evaluation,phase3_source_v1,productioncostlines,,vc7_quantity,474,236,Quantity,Kiasi,,Decimal,decimal,decimal,RequiredIfVisible,yes,no,,,,,,,,,mp_AnswerValue,normalized production cost line,TACATDP_ProductionCostLines,StageCode;CostItemValue;UnitValue;Quantity;UnitCostTZS,docs/xlsform-field-inventory.csv;schemas/xlsform-to-list-mapping.csv
tacatdp,impact_evaluation,phase3_source_v1,productioncostlines,,vc7_unit_cost,475,237,Unit cost (TZS),Gharama kwa kila kipimo (TZS),,Decimal,decimal,decimal,RequiredIfVisible,yes,no,,,,,,,,,mp_AnswerValue,normalized production cost line,TACATDP_ProductionCostLines,StageCode;CostItemValue;UnitValue;Quantity;UnitCostTZS,docs/xlsform-field-inventory.csv;schemas/xlsform-to-list-mapping.csv
tacatdp,impact_evaluation,phase3_source_v1,productioncostlines,,vc8_cost_item,479,238,Production cost item,Kipengele cha gharama,,LookupVocabularyTerm,select_one cost_item,select_one,RequiredIfVisible,yes,no,cost_item,Single,,,,,,,mp_AnswerValue,normalized production cost line,TACATDP_ProductionCostLines,StageCode;CostItemValue;UnitValue;Quantity;UnitCostTZS,docs/xlsform-field-inventory.csv;schemas/xlsform-to-list-mapping.csv
tacatdp,impact_evaluation,phase3_source_v1,productioncostlines,,vc8_unit,480,239,Unit of measure,Kipimo,,LookupVocabularyTerm,select_one unit_measure,select_one,RequiredIfVisible,yes,no,unit_measure,Single,,,,,,,mp_AnswerValue,normalized production cost line,TACATDP_ProductionCostLines,StageCode;CostItemValue;UnitValue;Quantity;UnitCostTZS,docs/xlsform-field-inventory.csv;schemas/xlsform-to-list-mapping.csv
tacatdp,impact_evaluation,phase3_source_v1,productioncostlines,,vc8_quantity,481,240,Quantity,Kiasi,,Decimal,decimal,decimal,RequiredIfVisible,yes,no,,,,,,,,,mp_AnswerValue,normalized production cost line,TACATDP_ProductionCostLines,StageCode;CostItemValue;UnitValue;Quantity;UnitCostTZS,docs/xlsform-field-inventory.csv;schemas/xlsform-to-list-mapping.csv
tacatdp,impact_evaluation,phase3_source_v1,productioncostlines,,vc8_unit_cost,482,241,Unit cost (TZS),Gharama kwa kila kipimo (TZS),,Decimal,decimal,decimal,RequiredIfVisible,yes,no,,,,,,,,,mp_AnswerValue,normalized production cost line,TACATDP_ProductionCostLines,StageCode;CostItemValue;UnitValue;Quantity;UnitCostTZS,docs/xlsform-field-inventory.csv;schemas/xlsform-to-list-mapping.csv
tacatdp,impact_evaluation,phase3_source_v1,productioncostlines,,vc9_cost_item,486,242,Production cost item,Kipengele cha gharama,,LookupVocabularyTerm,select_one cost_item,select_one,RequiredIfVisible,yes,no,cost_item,Single,,,,,,,mp_AnswerValue,normalized production cost line,TACATDP_ProductionCostLines,StageCode;CostItemValue;UnitValue;Quantity;UnitCostTZS,docs/xlsform-field-inventory.csv;schemas/xlsform-to-list-mapping.csv
tacatdp,impact_evaluation,phase3_source_v1,productioncostlines,,vc9_unit,487,243,Unit of measure,Kipimo,,LookupVocabularyTerm,select_one unit_measure,select_one,RequiredIfVisible,yes,no,unit_measure,Single,,,,,,,mp_AnswerValue,normalized production cost line,TACATDP_ProductionCostLines,StageCode;CostItemValue;UnitValue;Quantity;UnitCostTZS,docs/xlsform-field-inventory.csv;schemas/xlsform-to-list-mapping.csv
tacatdp,impact_evaluation,phase3_source_v1,productioncostlines,,vc9_quantity,488,244,Quantity,Kiasi,,Decimal,decimal,decimal,RequiredIfVisible,yes,no,,,,,,,,,mp_AnswerValue,normalized production cost line,TACATDP_ProductionCostLines,StageCode;CostItemValue;UnitValue;Quantity;UnitCostTZS,docs/xlsform-field-inventory.csv;schemas/xlsform-to-list-mapping.csv
tacatdp,impact_evaluation,phase3_source_v1,productioncostlines,,vc9_unit_cost,489,245,Unit cost (TZS),Gharama kwa kila kipimo (TZS),,Decimal,decimal,decimal,RequiredIfVisible,yes,no,,,,,,,,,mp_AnswerValue,normalized production cost line,TACATDP_ProductionCostLines,StageCode;CostItemValue;UnitValue;Quantity;UnitCostTZS,docs/xlsform-field-inventory.csv;schemas/xlsform-to-list-mapping.csv
